timestamps,TP9,AF7,AF8,TP10
1714655628.260,-39.062,-22.949,-41.016,-47.852
1714655628.264,-52.734,-36.133,-41.504,-52.734
1714655628.280,-52.246,-40.039,-39.551,-49.316
1714655628.284,-40.527,-32.227,-37.598,-47.852
1714655628.288,-44.434,-33.203,-36.621,-45.898
1714655628.292,-61.035,-41.992,-35.645,-56.152
1714655628.296,-62.500,-49.316,-35.645,-62.988
1714655628.300,-62.988,-42.969,-39.551,-57.617
1714655628.304,-67.871,-33.203,-38.086,-61.035
1714655628.307,-70.801,-34.668,-39.551,-67.871
1714655628.311,-71.777,-39.551,-39.551,-69.336
1714655628.315,-66.406,-40.039,-33.691,-70.801
1714655628.319,-72.266,-36.133,-36.133,-67.383
1714655628.323,-74.707,-34.668,-36.133,-67.383
1714655628.325,-70.801,-38.574,-32.715,-67.383
1714655628.329,-81.543,-40.039,-31.738,-66.895
1714655628.333,-81.055,-39.551,-31.250,-65.430
1714655628.337,-67.383,-37.109,-29.785,-59.082
1714655628.341,-51.758,-30.273,-29.297,-50.293
1714655628.345,-43.945,-27.344,-32.715,-44.922
1714655628.349,-51.270,-30.762,-29.785,-52.734
1714655628.352,-55.176,-31.250,-31.250,-60.547
1714655628.356,-50.781,-32.227,-34.180,-49.805
1714655628.360,-57.129,-36.621,-37.109,-51.758
1714655628.364,-59.082,-34.668,-40.527,-59.570
1714655628.368,-60.059,-30.273,-38.086,-62.500
1714655628.385,-59.570,-32.227,-36.621,-56.641
1714655628.389,-54.688,-32.715,-32.715,-50.293
1714655628.393,-68.848,-40.527,-33.203,-62.988
1714655628.397,-69.336,-38.086,-34.668,-65.918
1714655628.401,-48.828,-29.785,-32.715,-45.898
1714655628.405,-43.945,-30.273,-30.762,-38.086
1714655628.409,-47.363,-30.762,-35.645,-44.434
1714655628.412,-41.016,-28.809,-38.086,-46.387
1714655628.416,-41.992,-31.250,-38.086,-47.852
1714655628.420,-52.734,-31.738,-41.016,-54.688
1714655628.424,-48.340,-30.762,-38.086,-49.316
1714655628.428,-40.039,-33.203,-34.668,-31.738
1714655628.415,-40.039,-33.691,-36.133,-30.273
1714655628.419,-31.738,-28.809,-31.250,-35.156
1714655628.423,-32.715,-28.320,-28.320,-36.621
1714655628.427,-47.363,-36.621,-31.738,-39.551
1714655628.431,-54.688,-36.621,-30.273,-40.039
1714655628.435,-62.012,-32.227,-28.320,-43.457
1714655628.439,-62.988,-41.016,-32.227,-52.734
1714655628.442,-59.570,-41.992,-31.738,-53.223
1714655628.446,-56.152,-36.621,-27.344,-42.480
1714655628.450,-48.828,-36.133,-26.367,-41.992
1714655628.454,-60.059,-36.133,-29.785,-50.293
1714655628.458,-65.918,-40.527,-35.645,-57.617
1714655628.460,-57.129,-43.457,-37.598,-55.176
1714655628.464,-60.547,-37.598,-36.133,-50.781
1714655628.468,-60.547,-41.992,-37.109,-56.152
1714655628.472,-58.594,-48.828,-34.668,-55.176
1714655628.476,-47.363,-41.504,-33.203,-41.992
1714655628.480,-32.715,-33.203,-32.227,-42.969
1714655628.484,-34.668,-36.133,-28.809,-44.922
1714655628.487,-48.340,-38.574,-27.832,-44.434
1714655628.491,-57.617,-44.434,-33.691,-60.547
1714655628.495,-55.664,-47.363,-35.645,-66.895
1714655628.499,-56.152,-41.504,-29.785,-59.082
1714655628.503,-57.617,-38.086,-25.391,-60.547
1714655628.506,-58.105,-45.410,-32.715,-59.082
1714655628.510,-58.594,-45.898,-38.574,-60.547
1714655628.514,-53.223,-39.551,-35.645,-61.035
1714655628.518,-52.246,-40.527,-32.715,-54.688
1714655628.522,-62.500,-47.852,-29.297,-53.223
1714655628.526,-59.082,-47.363,-28.809,-53.711
1714655628.530,-52.246,-47.363,-33.203,-55.176
1714655628.533,-48.340,-49.316,-30.273,-48.828
1714655628.537,-50.781,-46.875,-28.809,-40.039
1714655628.541,-44.434,-44.922,-31.738,-33.691
1714655628.545,-41.992,-42.969,-26.855,-37.598
1714655628.549,-45.410,-43.945,-27.344,-50.293
1714655628.550,-38.574,-39.551,-29.297,-49.805
1714655628.554,-36.133,-30.762,-26.367,-45.898
1714655628.558,-34.180,-41.016,-26.367,-45.410
1714655628.562,-41.504,-49.805,-31.250,-48.828
1714655628.566,-44.922,-43.945,-31.250,-46.875
1714655628.570,-37.109,-39.551,-27.832,-39.062
1714655628.574,-27.344,-39.551,-30.273,-30.762
1714655628.577,-28.320,-41.504,-35.156,-34.668
1714655628.581,-33.691,-41.992,-33.203,-37.109
1714655628.585,-32.227,-39.551,-36.133,-34.180
1714655628.589,-26.855,-35.156,-39.551,-32.715
1714655628.593,-23.926,-32.227,-29.785,-31.250
1714655628.595,-26.367,-35.156,-30.762,-27.344
1714655628.599,-24.902,-30.273,-36.133,-23.926
1714655628.603,-32.715,-30.762,-37.598,-27.832
1714655628.607,-30.273,-37.598,-39.062,-26.855
1714655628.611,-27.344,-36.133,-36.133,-27.832
1714655628.615,-41.016,-32.227,-31.250,-35.645
1714655628.619,-55.664,-43.457,-40.039,-41.992
1714655628.622,-58.105,-47.852,-42.480,-50.293
1714655628.626,-57.617,-45.898,-40.527,-61.035
1714655628.630,-55.664,-45.410,-40.527,-61.523
1714655628.634,-51.270,-36.621,-35.645,-52.246
1714655628.638,-41.992,-33.691,-33.203,-45.410
1714655628.655,-30.762,-35.645,-31.738,-42.480
1714655628.659,-31.738,-31.738,-32.227,-41.504
1714655628.663,-31.738,-31.738,-34.668,-37.109
1714655628.667,-24.414,-25.879,-31.738,-23.926
1714655628.671,-25.391,-22.949,-29.785,-17.578
1714655628.675,-25.879,-21.484,-30.762,-21.973
1714655628.679,-26.855,-25.879,-32.715,-26.367
1714655628.682,-20.020,-33.691,-32.715,-29.785
1714655628.686,-14.160,-37.598,-31.250,-28.320
1714655628.690,-24.414,-37.109,-35.156,-24.902
1714655628.694,-30.273,-37.109,-36.621,-25.391
1714655628.698,-29.297,-34.668,-33.203,-26.367
1714655628.700,-37.598,-35.156,-37.598,-31.738
1714655628.704,-30.762,-34.668,-35.156,-31.738
1714655628.708,-21.973,-29.785,-31.738,-33.691
1714655628.712,-35.156,-32.715,-33.691,-43.457
1714655628.716,-41.992,-41.504,-34.180,-45.898
1714655628.720,-43.945,-43.457,-30.762,-48.828
1714655628.724,-46.387,-46.387,-26.367,-52.246
1714655628.727,-34.668,-41.992,-27.344,-44.434
1714655628.731,-36.621,-39.551,-31.738,-44.434
1714655628.735,-37.598,-37.109,-29.297,-44.434
1714655628.739,-25.879,-31.738,-27.832,-40.039
1714655628.743,-23.438,-31.250,-28.320,-39.551
1714655628.746,-26.367,-32.227,-26.367,-35.156
1714655628.750,-24.414,-35.645,-23.438,-28.809
1714655628.754,-26.367,-43.457,-25.879,-30.273
1714655628.758,-30.762,-43.945,-29.297,-31.738
1714655628.762,-30.762,-39.551,-24.902,-29.785
1714655628.766,-33.691,-36.133,-26.367,-28.809
1714655628.770,-39.551,-37.109,-32.715,-21.973
1714655628.773,-34.668,-39.062,-29.785,-15.137
1714655628.777,-28.320,-40.039,-28.809,-15.625
1714655628.781,-28.320,-41.016,-28.320,-17.578
1714655628.785,-25.391,-39.062,-29.297,-20.996
1714655628.789,-31.738,-33.691,-34.180,-24.902
