timestamps,TP9,AF7,AF8,TP10
1714655706.110,-31.738,-37.109,-35.645,-48.828
1714655706.114,-40.039,-36.621,-35.156,-53.711
1714655706.131,-42.969,-32.715,-31.738,-48.828
1714655706.135,-42.480,-35.645,-38.086,-45.898
1714655706.139,-41.504,-40.039,-42.969,-48.828
1714655706.143,-38.086,-41.016,-38.086,-47.852
1714655706.147,-46.387,-40.039,-40.039,-48.828
1714655706.151,-49.805,-38.086,-34.668,-49.805
1714655706.155,-53.223,-39.551,-33.203,-52.734
1714655706.158,-54.199,-37.109,-37.109,-58.105
1714655706.162,-44.922,-35.156,-35.645,-54.199
1714655706.166,-43.457,-29.785,-33.691,-44.922
1714655706.170,-47.852,-31.250,-36.621,-44.922
1714655706.174,-43.457,-42.480,-36.133,-44.434
1714655706.177,-42.969,-41.016,-33.691,-43.457
1714655706.181,-40.039,-32.227,-31.250,-40.527
1714655706.185,-35.645,-28.320,-32.227,-32.227
1714655706.189,-31.738,-21.484,-34.668,-28.809
1714655706.193,-38.086,-24.902,-30.273,-33.691
1714655706.197,-48.340,-33.691,-31.250,-41.504
1714655706.201,-47.852,-36.133,-36.133,-47.363
1714655706.204,-45.898,-28.809,-36.621,-46.387
1714655706.208,-49.316,-30.273,-38.574,-49.316
1714655706.212,-42.480,-33.203,-37.598,-47.363
1714655706.216,-37.109,-30.273,-38.574,-41.504
1714655706.220,-34.668,-32.227,-39.062,-41.504
1714655706.220,-29.297,-33.203,-36.133,-38.086
1714655706.224,-31.250,-29.297,-35.645,-34.668
1714655706.228,-34.180,-29.785,-35.645,-34.668
1714655706.232,-29.785,-38.086,-35.156,-35.645
1714655706.236,-24.414,-37.109,-28.809,-34.668
1714655706.240,-23.926,-29.785,-25.879,-32.227
1714655706.244,-28.809,-26.855,-32.227,-31.250
1714655706.247,-30.762,-29.297,-30.273,-36.621
1714655706.251,-36.133,-39.551,-30.273,-40.039
1714655706.255,-44.434,-40.039,-36.133,-41.016
1714655706.259,-42.480,-32.227,-30.273,-42.480
1714655706.263,-44.434,-30.273,-21.484,-38.574
1714655706.265,-42.969,-33.203,-20.996,-33.203
1714655706.269,-38.574,-36.621,-26.855,-36.621
1714655706.273,-38.086,-38.574,-25.879,-36.133
1714655706.277,-34.180,-35.156,-20.996,-34.180
1714655706.281,-40.039,-38.574,-18.066,-39.062
1714655706.285,-40.527,-41.016,-20.996,-39.551
1714655706.289,-44.922,-41.016,-29.785,-38.574
1714655706.292,-49.316,-45.898,-33.203,-39.062
1714655706.296,-47.852,-45.898,-31.250,-36.621
1714655706.300,-53.711,-45.898,-27.832,-37.109
1714655706.304,-52.246,-48.828,-27.832,-41.992
1714655706.308,-43.945,-47.852,-28.809,-43.457
1714655706.311,-38.086,-46.875,-28.320,-44.434
1714655706.315,-40.039,-46.387,-28.809,-48.340
1714655706.319,-37.598,-43.457,-28.320,-43.457
1714655706.323,-41.016,-42.480,-28.320,-40.039
1714655706.327,-49.316,-42.969,-29.297,-50.293
1714655706.331,-44.922,-41.992,-30.273,-49.316
1714655706.335,-46.875,-45.898,-32.227,-43.457
1714655706.338,-44.922,-45.410,-28.320,-40.039
1714655706.342,-40.527,-46.875,-31.250,-42.480
1714655706.346,-44.434,-47.363,-32.715,-42.969
1714655706.350,-46.387,-41.016,-30.273,-41.016
1714655706.354,-44.434,-42.480,-33.691,-52.734
1714655706.371,-43.945,-42.480,-38.086,-56.152
1714655706.375,-38.086,-33.203,-35.156,-48.340
1714655706.379,-41.504,-33.203,-32.227,-49.316
1714655706.383,-42.969,-38.086,-33.203,-48.828
1714655706.387,-28.320,-35.156,-33.691,-41.504
1714655706.391,-20.996,-27.344,-30.273,-35.156
1714655706.395,-21.484,-27.832,-30.273,-30.762
1714655706.398,-25.391,-34.668,-37.109,-31.250
1714655706.402,-33.203,-30.762,-38.574,-39.551
1714655706.406,-33.691,-25.879,-34.668,-42.480
1714655706.410,-31.250,-30.273,-37.109,-45.410
1714655706.414,-39.062,-30.273,-40.039,-42.969
1714655706.401,-46.387,-30.273,-38.086,-43.457
1714655706.405,-45.898,-39.551,-37.109,-48.828
1714655706.409,-38.086,-35.156,-35.156,-43.457
1714655706.413,-40.527,-31.250,-32.715,-41.504
1714655706.417,-48.828,-30.273,-37.109,-48.828
1714655706.421,-52.734,-26.367,-36.133,-54.199
1714655706.425,-56.152,-33.691,-37.598,-53.711
1714655706.428,-62.500,-38.086,-43.457,-61.035
1714655706.432,-65.430,-35.645,-42.480,-62.988
1714655706.436,-59.082,-32.715,-39.062,-59.082
1714655706.440,-59.082,-32.227,-37.598,-57.129
1714655706.444,-64.941,-34.180,-37.109,-59.570
1714655706.446,-62.988,-39.551,-32.715,-61.523
1714655706.450,-53.711,-33.691,-34.180,-62.500
1714655706.454,-58.594,-31.250,-37.109,-66.406
1714655706.458,-60.547,-34.180,-33.691,-60.547
1714655706.462,-49.316,-34.180,-30.273,-59.082
1714655706.466,-38.086,-28.809,-30.273,-61.523
1714655706.470,-34.180,-26.855,-34.180,-60.059
1714655706.473,-33.691,-30.273,-34.668,-56.152
1714655706.477,-38.574,-35.156,-35.156,-48.340
1714655706.481,-43.945,-38.086,-38.574,-51.758
1714655706.485,-39.062,-32.227,-34.180,-49.805
1714655706.489,-34.180,-28.320,-32.715,-44.434
1714655706.506,-41.016,-33.203,-33.203,-51.270
1714655706.510,-45.410,-38.086,-32.227,-56.641
1714655706.514,-40.527,-37.109,-31.738,-57.129
1714655706.518,-36.133,-33.691,-28.320,-51.758
1714655706.522,-41.016,-34.180,-27.344,-51.758
1714655706.526,-46.875,-37.109,-33.203,-55.664
1714655706.530,-47.363,-35.156,-33.691,-51.270
1714655706.533,-48.828,-36.621,-37.598,-54.199
1714655706.537,-48.340,-40.039,-41.992,-61.523
1714655706.541,-45.898,-36.133,-36.621,-57.129
1714655706.545,-45.898,-32.227,-33.203,-58.594
1714655706.549,-49.316,-32.715,-30.762,-56.641
1714655706.551,-47.363,-32.227,-26.855,-51.758
1714655706.555,-41.992,-26.367,-26.367,-46.875
1714655706.559,-35.156,-29.785,-29.297,-43.457
1714655706.563,-33.203,-34.180,-29.785,-36.621
1714655706.567,-31.250,-28.320,-30.273,-34.668
1714655706.571,-32.715,-29.785,-31.250,-37.598
1714655706.575,-31.738,-37.109,-31.738,-40.039
1714655706.578,-31.738,-40.039,-29.297,-40.039
1714655706.582,-33.691,-38.574,-27.832,-34.668
1714655706.586,-27.832,-32.715,-24.414,-31.738
1714655706.590,-29.785,-32.715,-25.391,-32.715
1714655706.594,-36.133,-33.203,-31.250,-37.598
1714655706.597,-31.738,-34.180,-33.203,-38.086
1714655706.601,-26.367,-33.691,-31.250,-37.598
1714655706.605,-28.320,-31.738,-29.785,-35.645
1714655706.609,-33.691,-35.645,-32.227,-28.809
1714655706.613,-35.156,-39.551,-35.156,-36.621
1714655706.617,-33.691,-33.203,-31.738,-41.016
1714655706.621,-32.227,-30.273,-28.320,-36.133
1714655706.624,-33.203,-34.180,-29.297,-42.480
1714655706.628,-38.574,-37.598,-33.203,-42.480
