timestamps,TP9,AF7,AF8,TP10,Right AUX
1714918397.999,-6.836,-12.207,-33.691,117.188,83
1714918398.003,-12.695,-18.555,-37.109,121.582,-8
1714918398.007,-19.531,-24.902,-67.383,125.0,-83
1714918398.011,4.395,-14.16,-64.941,137.207,22
1714918398.015,-1.953,7.324,-4.883,154.785,78
1714918398.019,-33.691,-7.812,-16.113,144.531,-17
1714918398.023,-27.344,-28.809,-40.039,132.812,-98
1714918398.026,-21.484,-27.832,-29.297,145.02,43
1714918398.03,-19.043,-34.668,-16.602,147.461,7
1714918398.034,-4.395,-18.066,-15.137,131.836,4
1714918398.038,1.465,-3.418,-10.254,132.324,-64
1714918398.042,0.0,-23.438,-14.648,137.695,-40
1714918398.044,15.137,-32.227,-32.227,143.555,83
1714918398.048,29.297,-30.762,-47.852,168.945,84
1714918398.052,22.461,-19.531,-32.715,181.152,48
1714918398.056,16.113,-9.766,-24.902,207.031,-16
1714918398.06,11.23,-5.859,-41.016,229.004,-60
1714918398.064,6.836,-17.09,-38.574,222.168,-53
1714918398.068,-4.883,-40.527,-32.227,231.934,22
1714918398.071,-7.324,-27.832,-30.762,229.004,-74
1714918398.075,-6.348,-21.484,-25.879,231.934,-14
1714918398.079,-11.23,-36.621,-46.387,224.609,50
1714918398.083,3.906,-22.461,-44.434,229.492,-45
1714918398.087,-6.348,-32.715,-9.766,291.016,64
1714918398.09,1.465,-24.902,-4.883,407.715,-23
1714918398.094,13.672,-8.789,-20.996,463.379,5
1714918398.098,-6.836,-21.973,-22.949,438.477,79
1714918398.102,-7.812,-24.902,-20.02,410.156,89
1714918398.106,4.883,-29.297,-28.32,413.086,14
1714918398.11,3.418,-30.273,-38.574,399.414,66
1714918398.114,-9.277,-8.301,-37.598,374.023,74
1714918398.117,-8.301,-15.625,-39.062,352.539,39
1714918398.121,0.977,-34.18,-33.203,337.402,-3
1714918398.125,-15.625,-40.527,-14.648,310.059,-38
1714918398.129,-22.949,-30.273,-8.301,272.461,91
1714918398.133,2.93,-7.812,-15.137,265.137,-91
1714918398.134,2.441,-18.066,-30.273,242.188,-63
1714918398.138,-19.043,-27.344,-48.34,230.469,-52
1714918398.142,-20.996,-30.762,-55.664,229.004,8
1714918398.146,-11.23,-30.762,-49.316,191.406,-62
1714918398.15,-2.441,-15.625,-41.504,188.965,11
1714918398.154,1.953,-13.672,-31.25,193.848,82
1714918398.158,1.953,-20.996,-20.02,187.012,-86
1714918398.161,-12.207,-40.527,-18.555,185.059,-16
1714918398.165,-16.602,-45.41,-30.273,170.898,3
1714918398.169,-13.672,-25.391,-40.039,159.668,-21
1714918398.173,-13.184,-12.207,-44.434,140.137,37
1714918398.177,-2.93,-20.02,-48.828,142.09,-58
1714918398.179,8.789,-26.367,-25.879,146.973,-60
1714918398.183,1.953,-30.273,-18.066,121.582,83
1714918398.187,-8.301,-23.438,-20.02,103.027,25
1714918398.191,-7.812,-17.578,-8.789,99.121,-55
1714918398.195,-10.254,-19.043,-14.16,87.891,72
1714918398.199,-7.812,-29.785,-19.531,95.215,-88
1714918398.203,-15.625,-36.621,-25.879,92.285,-18
1714918398.206,-13.672,-21.484,-41.016,86.426,56
1714918398.21,-2.93,-16.113,-39.062,67.383,-1
1714918398.214,1.465,-17.578,-31.738,59.57,35
1714918398.218,4.395,-18.555,-50.781,68.359,-28
1714918398.222,-19.531,-28.32,-56.641,39.062,-16
1714918398.224,-26.855,-17.578,-25.879,20.508,30
1714918398.228,-15.625,-11.23,-17.09,30.762,50
1714918398.232,-19.531,-20.02,-18.555,19.531,44
1714918398.236,-8.301,-23.438,-26.367,15.625,-83
1714918398.24,3.906,-27.344,-28.809,17.578,94
1714918398.244,6.836,-22.461,-17.09,19.531,8
1714918398.248,0.977,-14.16,-51.27,22.949,-67
1714918398.251,-29.297,-46.875,-89.355,4.883,-45
1714918398.255,-28.32,-48.828,-46.387,10.254,84
1714918398.259,-23.438,-40.527,-14.648,5.371,27
1714918398.263,-23.926,-38.086,-15.137,3.906,-100
1714918398.267,8.789,-15.625,-14.16,33.203,68
1714918398.269,7.324,-30.762,-7.324,24.902,-38
1714918398.273,-22.949,-41.992,-15.625,-9.766,-57
1714918398.277,-15.137,-30.762,-35.645,-3.906,-31
1714918398.281,-32.227,-48.828,-29.297,16.602,0
1714918398.285,-41.992,-28.32,-26.855,22.461,-80
1714918398.289,-33.691,-8.789,-43.945,17.09,-84
1714918398.293,-46.875,-54.199,-59.082,7.324,22
1714918398.296,-38.086,-75.195,-45.898,4.395,35
1714918398.3,-36.621,-56.641,-30.762,24.414,-8
1714918398.304,-45.41,-37.109,-65.43,42.48,32
1714918398.308,-53.223,-39.551,-69.336,31.738,-70
1714918398.312,-65.918,-56.152,-19.043,14.16,13
1714918398.314,-65.43,-62.5,-2.441,16.602,-73
1714918398.318,-53.223,-74.707,-25.391,12.695,-66
1714918398.322,-44.922,-57.617,-20.508,27.344,-9
1714918398.326,-54.199,-52.734,-16.113,41.992,30
1714918398.33,-44.434,-58.105,-9.277,44.922,67
1714918398.334,-43.945,-53.711,-29.785,41.016,-48
1714918398.338,-37.598,-65.918,-96.191,37.598,62
1714918398.341,-20.02,-37.598,-61.035,39.062,11
1714918398.345,-30.762,-29.297,10.254,35.645,-70
1714918398.349,-35.645,-49.805,14.648,22.949,32
1714918398.353,-33.691,-54.688,-2.441,24.902,26
1714918398.357,-34.18,-56.152,-18.555,22.949,2
1714918398.374,-35.645,-30.273,-28.32,20.508,-45
1714918398.378,-31.738,-12.695,-16.113,24.902,-56
1714918398.382,-27.344,-22.461,-9.766,7.324,-37
1714918398.386,-13.672,-25.879,-18.555,-11.719,-54
1714918398.39,-0.488,-24.902,-19.043,-17.09,75
1714918398.394,-23.438,-20.508,-49.805,-17.578,51
1714918398.398,-30.273,-12.207,-46.387,-10.742,-60
1714918398.401,-10.742,-21.973,-11.719,-10.742,15
1714918398.405,-14.16,-37.598,-8.301,-33.691,-25
1714918398.409,-51.27,-58.594,-34.668,-72.266,-62
1714918398.413,-40.039,-39.062,-48.34,-61.523,15
1714918398.417,-9.277,-11.23,-38.574,-36.621,41
1714918398.419,-16.602,-33.203,-31.738,-57.617,49
1714918398.423,-29.297,-53.711,-30.273,-83.496,0
1714918398.427,-38.574,-57.129,-36.621,-122.07,31
1714918398.431,-37.598,-38.086,-39.062,-147.461,24
1714918398.435,-27.832,-15.625,-25.391,-128.906,10
1714918398.439,-26.855,-21.973,-14.648,-109.375,-44
1714918398.443,-30.762,-33.691,-14.648,-114.746,70
1714918398.446,-41.504,-42.969,-26.367,-149.902,6
1714918398.45,-43.457,-37.598,-29.297,-158.203,65
1714918398.454,-43.945,-24.414,-42.48,-149.414,-79
1714918398.458,-41.016,-12.695,-37.598,-141.113,-44
1714918398.462,-24.414,-4.883,-30.273,-102.539,40
1714918398.464,-29.785,-18.555,-62.012,-84.961,84
1714918398.468,-43.457,-28.32,-50.293,-98.633,-66
1714918398.472,-56.641,-11.719,-4.395,-88.379,-69
1714918398.476,-52.246,-13.184,5.371,-67.871,-26
1714918398.48,-61.523,-22.461,-13.672,-87.402,54
1714918398.484,-69.824,-18.555,-33.203,-85.938,-90
1714918398.488,-69.336,-22.461,-61.035,-54.199,-67
1714918398.491,-64.453,-15.625,-65.43,-62.5,80
1714918398.495,-75.195,-31.738,-40.527,-86.914,-85
1714918398.499,-85.938,-33.691,-30.762,-70.801,62
1714918398.503,-55.176,-22.461,-28.809,-53.223,-12
1714918398.507,-47.363,-28.809,-55.176,-42.969,-78
1714918398.509,-47.852,-13.184,-69.824,-40.039,-61
1714918398.513,-62.5,-17.578,-24.414,-52.734,-11
1714918398.517,-74.707,-38.086,-1.465,-61.035,-3
1714918398.521,-75.684,-35.156,-9.766,-52.734,-70
1714918398.525,-77.637,-37.598,-18.066,-78.125,70
1714918398.529,-54.688,-25.391,-17.578,-66.406,8
1714918398.533,-50.293,-8.789,-20.508,-25.879,46
1714918398.536,-60.059,-26.855,-27.832,-32.715,63
1714918398.54,-66.895,-39.551,-41.016,-46.387,49
1714918398.544,-43.945,-39.551,-47.852,-46.875,-90
1714918398.548,-28.809,-38.086,-43.945,-28.809,14
1714918398.552,-12.207,-35.645,-55.176,-15.137,47
1714918398.554,2.93,-36.133,-68.848,-7.812,-4
1714918398.558,-17.578,-47.363,-44.434,-19.531,-60
1714918398.562,-29.785,-61.035,-24.414,-60.547,60
1714918398.566,-29.785,-47.852,-23.438,-55.664,47
1714918398.57,-46.875,-36.133,-41.504,-50.781,-80
1714918398.574,-42.969,-39.551,-43.457,-25.391,-17
1714918398.578,-49.316,-51.758,-20.02,-17.09,26
1714918398.581,-58.594,-69.824,-34.18,-19.531,78
1714918398.585,-49.805,-68.359,-45.898,-43.945,-44
1714918398.589,-57.129,-62.988,-23.438,-54.199,-6
1714918398.593,-56.152,-73.73,-12.207,-15.137,32
1714918398.597,-48.34,-71.777,-18.555,-7.812,82
1714918398.599,-42.969,-68.359,-50.293,0.977,25
1714918398.603,-32.227,-56.152,-54.688,15.137,-90
1714918398.607,-7.324,-54.199,-26.855,-0.977,-5
1714918398.611,-13.184,-72.266,-28.32,-0.977,-98
1714918398.615,-38.574,-59.082,-53.711,30.273,-98
1714918398.619,-21.484,-50.293,-52.734,20.02,97
1714918398.623,-6.836,-41.504,-32.227,20.996,65
1714918398.626,-25.391,-23.438,-26.367,59.082,-98
1714918398.63,-29.785,-26.367,-10.254,54.688,6
1714918398.634,-25.391,-39.551,-13.672,85.938,24
1714918398.638,-41.016,-58.594,-31.25,122.07,27
1714918398.642,-36.133,-55.176,-29.297,85.938,-79
1714918398.644,-17.09,-30.762,-24.902,95.703,80
1714918398.648,-19.043,-41.992,-50.293,88.867,-52
1714918398.652,-39.551,-50.293,-49.316,48.34,-15
1714918398.656,-45.898,-52.246,-35.156,40.039,51
1714918398.66,-30.762,-46.875,-33.203,45.898,89
1714918398.664,-35.645,-26.367,-15.137,31.25,-77
1714918398.668,-30.762,-21.973,-4.395,19.531,-87
1714918398.671,-11.719,-37.109,-18.066,29.785,-39
1714918398.675,-25.391,-54.199,-40.527,-20.508,-10
1714918398.679,-21.484,-63.477,-57.129,-38.574,33
1714918398.683,-21.973,-56.641,-58.594,-2.93,38
1714918398.687,-16.602,-51.758,-39.551,-30.273,-52
1714918398.689,-6.348,-66.406,-31.25,-47.852,49
1714918398.693,-5.859,-80.078,-49.316,-31.25,-60
1714918398.697,-10.254,-73.73,-52.734,-32.227,-65
1714918398.701,2.441,-47.852,-39.062,-29.297,91
1714918398.705,9.277,-53.223,-48.828,-39.551,-99
1714918398.709,16.113,-57.129,-50.781,-50.781,57
1714918398.713,34.668,-41.504,-31.25,-44.434,53
1714918398.716,27.832,-70.801,-31.25,-85.449,-24
1714918398.72,29.297,-72.754,-29.785,-125.0,-78
1714918398.724,27.344,-56.641,-36.621,-127.441,-34
1714918398.728,36.621,-57.129,-49.316,-143.555,-26
1714918398.732,8.789,-62.5,-42.48,-163.574,41
1714918398.734,-1.953,-74.219,-32.715,-158.691,91
1714918398.738,-17.09,-66.406,-17.09,-128.906,9
1714918398.742,-15.137,-45.898,-16.602,-73.242,-38
1714918398.746,-3.906,-54.688,-25.391,-74.707,90
1714918398.75,-4.395,-67.871,-28.32,-111.816,-93
1714918398.754,0.0,-73.73,-39.551,-106.445,-7
1714918398.758,0.0,-67.383,-34.668,-96.68,-31
1714918398.761,3.418,-60.059,-30.273,-101.074,-91
1714918398.765,12.207,-77.148,-34.668,-103.027,-27
1714918398.769,-22.461,-103.516,-47.363,-94.727,57
1714918398.773,-10.742,-92.285,-59.082,-99.609,-75
1714918398.777,8.301,-70.312,-51.27,-109.375,39
1714918398.795,14.648,-66.895,-41.016,-107.422,65
1714918398.799,16.113,-83.008,-28.32,-95.703,6
1714918398.803,26.367,-100.586,-17.09,-80.078,-40
1714918398.807,14.16,-114.746,-36.621,-93.262,-64
1714918398.811,4.883,-113.281,-79.59,-81.055,43
1714918398.815,30.273,-82.52,-72.754,-66.895,-15
1714918398.819,42.48,-80.566,-24.902,-70.801,-30
1714918398.822,25.391,-91.309,-8.789,-72.266,-44
1714918398.826,1.953,-103.516,-25.391,-95.215,-4
1714918398.83,-7.324,-122.559,-37.598,-116.699,-58
1714918398.834,11.719,-85.938,-29.297,-85.449,-88
1714918398.838,27.344,-80.078,-22.949,-47.363,82
1714918398.84,12.207,-106.445,-25.391,-50.293,5
1714918398.844,-16.113,-119.629,-34.18,-77.148,-23
1714918398.848,4.395,-108.398,-38.574,-69.336,14
1714918398.852,5.859,-94.238,-34.668,-62.5,75
1714918398.856,0.0,-87.402,-27.832,-71.289,-10
1714918398.86,12.207,-88.867,-39.062,-69.336,-22
1714918398.864,26.855,-92.285,-59.57,-42.969,43
1714918398.867,36.133,-95.215,-67.871,-27.344,-86
1714918398.871,23.438,-88.867,-76.66,-48.828,-15
1714918398.875,18.555,-83.008,-34.668,-54.199,78
1714918398.879,20.996,-79.59,0.488,-54.199,-96
1714918398.883,25.879,-83.496,-15.137,-64.941,-89
1714918398.885,26.855,-91.797,-35.645,-45.41,-9
1714918398.889,35.156,-58.105,-45.41,-4.883,-14
1714918398.893,26.367,-53.223,-31.25,15.137,-24
1714918398.897,10.742,-87.402,-32.227,3.906,-77
1714918398.901,8.789,-88.867,-43.945,28.32,34
1714918398.905,2.441,-83.008,-41.992,20.02,36
1714918398.909,-4.395,-61.035,-41.992,0.488,61
1714918398.912,-2.441,-36.133,-53.223,23.438,60
1714918398.916,-12.207,-74.219,-70.801,-9.766,-70
1714918398.92,0.0,-75.195,-44.434,5.371,87
1714918398.924,2.441,-62.012,-19.531,27.344,85
1714918398.928,-10.254,-52.734,-37.109,11.719,-33
1714918398.93,1.953,-40.527,-43.457,38.574,-40
1714918398.934,3.906,-71.777,-40.527,49.316,11
1714918398.938,-3.906,-69.824,-62.988,41.504,-60
1714918398.942,-1.465,-57.617,-69.824,37.598,-7
1714918398.946,3.418,-51.27,-33.203,23.926,13
1714918398.95,-4.395,-37.598,-18.066,47.852,-51
1714918398.954,0.488,-51.27,-16.113,44.434,14
1714918398.957,-18.555,-86.914,-50.293,-3.418,5
1714918398.961,-32.227,-92.285,-77.148,-9.277,-86
1714918398.965,-7.324,-50.781,-35.645,5.859,80
1714918398.969,7.812,-32.227,-25.391,16.602,68
1714918398.973,9.277,-68.359,-23.926,19.043,74
1714918398.975,20.02,-83.496,-6.348,4.883,64
1714918398.979,7.324,-67.871,-34.18,-16.602,75
1714918398.983,-11.719,-44.922,-77.148,-4.395,-44
1714918398.987,-15.625,-20.508,-45.41,9.766,85
1714918398.991,-22.949,-33.691,-5.371,2.441,81
1714918398.995,-15.625,-25.391,-40.527,4.883,39
1714918398.999,-15.137,-20.02,-56.152,0.977,-8
1714918399.002,-45.898,-55.664,-40.527,-40.039,74
1714918399.006,-21.973,-26.367,-14.648,-0.977,19
1714918399.01,2.93,-4.883,-20.508,52.734,45
1714918399.014,-3.418,-31.738,-32.227,13.184,-22
1714918399.018,-9.766,-39.551,-19.043,7.812,-25
1714918399.019,-4.395,-25.391,-40.039,24.902,80
1714918399.023,-1.953,-8.301,-59.57,48.34,39
1714918399.027,-3.418,-16.113,-48.34,41.992,80
1714918399.031,6.348,-36.133,-23.926,27.832,-77
1714918399.035,0.488,-44.434,-15.137,41.016,-47
1714918399.039,7.324,-37.109,-32.715,38.574,-82
1714918399.043,-1.953,-22.949,-27.344,37.109,-60
1714918399.046,-9.766,-28.809,-9.277,47.363,83
1714918399.05,6.348,-35.645,-24.414,36.621,94
1714918399.054,0.0,-34.18,-47.363,37.109,1
1714918399.058,-13.672,-44.434,-48.828,35.156,-9
1714918399.062,2.441,-36.133,-35.156,42.969,-87
1714918399.064,28.32,-31.738,-41.504,49.805,94
1714918399.068,14.648,-31.738,-53.711,31.25,-42
1714918399.072,26.367,-19.043,-29.785,33.691,-98
1714918399.076,50.781,-47.852,-30.762,34.18,40
1714918399.08,41.016,-36.621,-24.414,23.926,95
1714918399.084,15.625,-34.18,-27.832,22.461,-88
1714918399.088,-46.875,-111.328,-95.703,-18.066,-32
1714918399.091,-35.156,-82.031,-91.797,14.16,64
1714918399.095,-1.465,-61.035,-53.711,23.926,-40
1714918399.099,-18.555,-79.102,-14.648,34.668,94
1714918399.103,-28.32,-43.945,-5.859,45.898,-37
1714918399.107,-14.648,-40.039,-22.949,35.645,55
1714918399.109,0.488,-44.434,-46.387,39.062,-30
1714918399.113,-19.531,-52.246,-69.336,28.809,-62
1714918399.117,-34.18,-57.129,-41.992,31.738,9
1714918399.121,-9.766,-43.457,3.418,34.668,12
1714918399.125,-4.883,-37.109,2.441,14.648,-31
1714918399.129,-37.109,-56.152,-37.598,-1.953,41
1714918399.133,-22.949,-61.035,-53.223,-3.418,-32
1714918399.136,-4.883,-48.34,-44.434,-7.324,48
1714918399.14,-5.371,-39.551,-35.156,2.93,81
1714918399.144,3.418,-30.273,-36.133,-4.395,-55
1714918399.148,-17.09,-37.109,-94.727,-38.574,-91
1714918399.152,-5.859,-41.504,-79.102,-50.293,-83
1714918399.169,14.648,-41.992,-8.789,-87.891,-34
1714918399.173,-1.953,-35.156,3.418,-94.238,-22
1714918399.177,0.488,-31.738,-19.531,-83.008,18
1714918399.181,0.977,-43.457,-35.156,-92.773,48
1714918399.185,5.371,-49.316,-31.738,-76.66,60
1714918399.189,3.906,-45.898,-43.457,-44.434,-11
1714918399.193,1.465,-35.156,-53.223,-15.137,-74
1714918399.196,24.414,-38.086,-43.457,-21.973,20
1714918399.2,11.23,-49.316,-30.273,-15.625,-20
1714918399.204,-1.465,-50.781,-21.484,0.0,-56
1714918399.208,7.324,-48.828,-20.508,10.742,-52
1714918399.212,14.16,-37.109,-22.461,20.996,-31
1714918399.214,13.672,-34.668,-20.508,28.809,8
1714918399.218,13.672,-54.199,-28.809,35.156,50
1714918399.222,12.695,-62.988,-26.855,29.785,81
1714918399.226,28.32,-58.105,-20.02,34.668,62
1714918399.23,26.367,-38.574,-39.551,29.785,-19
1714918399.234,5.371,-35.645,-73.242,31.25,-63
1714918399.238,17.578,-47.363,-53.223,8.789,31
1714918399.241,15.625,-44.922,-5.859,1.953,5
1714918399.245,-14.16,-60.547,-26.367,-3.418,-47
1714918399.249,-6.348,-54.688,-31.738,3.418,73
1714918399.253,12.695,-35.156,-6.836,35.156,77
1714918399.257,5.859,-42.48,-11.719,31.25,69
1714918399.259,15.625,-43.945,-24.902,41.016,89
1714918399.263,25.879,-37.109,-46.875,55.664,14
1714918399.267,12.207,-33.203,-49.316,32.227,17
1714918399.271,22.461,-32.227,-21.973,41.016,18
1714918399.275,31.25,-41.504,-19.531,36.133,-70
1714918399.279,19.043,-46.387,-18.555,31.25,-54
1714918399.283,10.742,-34.668,-17.578,58.105,-49
1714918399.286,16.113,-24.902,-37.109,44.434,-83
1714918399.29,1.953,-25.879,-46.387,38.086,37
1714918399.294,-10.742,-34.18,-52.246,46.387,-67
1714918399.298,4.883,-28.32,-48.828,43.457,-20
1714918399.302,13.184,-22.949,-46.387,41.016,84
1714918399.304,8.789,-24.414,-35.156,38.574,94
1714918399.308,2.93,-22.949,-11.719,50.781,-89
1714918399.312,-4.883,-27.832,-10.742,48.34,-31
1714918399.316,0.488,-42.969,-23.438,65.918,-3
1714918399.32,0.977,-49.316,-29.785,48.34,-54
1714918399.324,-8.789,-39.551,-22.949,48.34,30
1714918399.328,11.23,-9.766,-18.555,81.543,16
1714918399.331,-17.09,-42.969,-48.828,40.039,87
1714918399.335,-29.785,-69.824,-52.734,24.414,-32
1714918399.339,1.465,-49.316,-24.902,44.434,69
1714918399.343,-2.93,-55.664,-27.832,35.645,68
1714918399.347,9.766,-42.48,-28.32,62.5,-59
1714918399.349,11.23,-36.133,-31.25,55.176,-82
1714918399.353,-7.812,-56.641,-28.32,38.086,39
1714918399.357,4.883,-61.035,-27.344,33.691,-51
1714918399.361,0.977,-51.758,-25.391,34.668,18
1714918399.365,-13.184,-42.48,-31.25,43.457,-90
1714918399.369,-4.395,-41.992,-31.25,38.086,1
1714918399.373,-9.277,-54.688,-25.391,20.508,-21
1714918399.376,-28.809,-64.453,-35.156,18.066,93
1714918399.38,-24.902,-52.246,-28.809,26.367,-12
1714918399.384,-6.836,-37.598,-25.879,12.207,-86
1714918399.388,-8.301,-30.762,-28.809,21.973,-55
1714918399.392,-12.207,-41.016,-42.48,26.367,-15
1714918399.394,0.488,-54.688,-37.109,7.324,67
1714918399.398,-8.301,-60.547,-19.043,6.836,80
1714918399.402,-22.949,-36.133,-14.648,35.156,46
1714918399.406,-12.207,-43.457,-14.648,38.574,8
1714918399.41,-9.766,-71.777,-14.648,9.766,-60
1714918399.414,-18.555,-56.152,-28.32,23.926,72
1714918399.418,9.277,-29.785,-6.348,45.898,-39
1714918399.421,1.953,-36.133,7.812,12.695,15
1714918399.425,-1.953,-45.898,-4.395,15.625,97
1714918399.429,-1.953,-52.734,-10.254,13.184,-32
1714918399.433,-5.859,-56.641,-21.484,-1.465,88
1714918399.437,-7.324,-52.246,-29.297,8.301,-32
1714918399.44,-17.09,-39.062,-36.621,7.324,-8
1714918399.444,-6.348,-30.762,-39.062,17.578,87
1714918399.448,-11.719,-43.457,-23.926,24.902,-78
1714918399.452,0.0,-51.27,-18.066,27.832,-19
1714918399.456,1.953,-44.434,-28.809,25.879,73
1714918399.46,-9.277,-32.227,-25.391,9.766,-88
1714918399.464,-2.441,-2.441,-9.766,13.184,0
1714918399.467,1.953,-20.508,-10.254,10.254,90
1714918399.471,5.371,-43.945,-10.254,-4.395,-88
1714918399.475,11.23,-27.832,-16.113,-27.832,2
1714918399.479,15.137,-12.207,-16.602,-8.301,96
1714918399.483,11.719,-15.625,-7.324,13.672,-3
1714918399.484,0.0,-29.785,-22.461,-6.836,79
1714918399.488,5.371,-33.691,-40.527,-0.977,81
1714918399.492,6.836,-24.902,-29.785,-4.395,55
1714918399.496,-3.906,-28.32,-18.555,-6.348,92
1714918399.5,6.348,-23.926,-26.367,23.926,-24
1714918399.504,-3.906,-27.344,-21.484,24.414,47
1714918399.508,-13.184,-41.504,-21.484,12.695,-12
1714918399.511,6.348,-39.551,-37.109,20.02,51
1714918399.515,13.184,-30.762,-36.621,8.301,17
1714918399.519,9.766,-16.602,-30.762,10.742,-19
1714918399.523,2.441,-19.531,-25.391,23.926,-43
1714918399.527,-13.184,-31.25,-23.926,21.973,16
1714918399.545,0.0,-33.203,-38.574,17.578,-35
1714918399.549,3.906,-40.039,-28.809,15.625,98
1714918399.553,-9.277,-23.438,-24.902,26.367,-30
1714918399.557,1.465,-21.484,-40.039,14.16,76
1714918399.561,5.371,-31.738,-21.973,10.254,-71
1714918399.565,-7.324,-39.551,-2.441,3.906,33
1714918399.569,-6.836,-46.875,-14.16,0.488,91
1714918399.572,-12.207,-35.645,-24.902,2.93,-41
1714918399.576,-9.766,-35.156,-19.043,8.301,-62
1714918399.58,-4.883,-53.711,-20.02,-8.301,-72
1714918399.584,-17.578,-54.688,-25.879,-14.16,-72
1714918399.588,-15.137,-41.504,-20.02,-8.789,98
1714918399.59,-11.23,-37.109,-8.301,4.883,52
1714918399.594,-11.719,-36.621,-7.812,0.488,-66
1714918399.598,-5.859,-41.016,-9.766,-14.16,-95
1714918399.602,-8.301,-48.34,-12.207,-17.578,91
1714918399.606,-0.977,-42.969,-17.09,-14.648,-42
1714918399.61,-9.277,-25.879,-23.926,-3.906,74
1714918399.614,-8.789,-20.508,-19.043,-4.395,51
1714918399.617,-20.996,-47.363,0.0,-23.926,16
1714918399.621,-15.625,-29.297,23.926,-1.465,52
1714918399.625,14.648,-11.23,18.555,0.0,63
1714918399.629,10.254,-34.668,-22.949,-26.367,47
1714918399.633,1.465,-36.621,-35.156,-25.879,15
1714918399.635,2.441,-30.273,-24.414,-50.293,57
1714918399.639,14.648,-33.691,-17.09,-47.852,-36
1714918399.643,19.531,-28.32,-19.043,-52.734,97
1714918399.647,26.855,-23.438,-24.902,-79.102,-35
1714918399.651,35.645,-22.461,-20.508,-87.402,94
1714918399.655,9.766,-40.039,-8.301,-84.473,-48
1714918399.659,-21.973,-71.777,-6.836,-90.332,-78
1714918399.662,-6.348,-65.43,-15.625,-93.262,-97
1714918399.666,-1.953,-42.969,-42.48,-62.012,44
1714918399.67,-10.742,-26.367,-47.852,-30.762,41
1714918399.674,-20.508,-28.809,-15.625,-31.738,-68
1714918399.678,-35.645,-55.176,-20.508,-21.484,67
1714918399.679,-26.367,-57.617,-36.133,6.836,-10
1714918399.683,-25.391,-41.016,-26.367,0.488,45
1714918399.687,-30.762,-47.852,-22.949,9.766,66
1714918399.691,-20.508,-62.012,-13.672,24.414,90
1714918399.695,-15.137,-70.801,-14.16,14.648,-15
1714918399.699,-6.348,-67.383,-31.738,33.691,-43
1714918399.703,-5.371,-61.035,-23.926,34.668,36
1714918399.706,-13.184,-55.664,-5.371,20.508,-59
1714918399.71,-7.324,-54.688,-2.93,23.438,81
1714918399.714,-1.465,-69.336,-22.461,-1.465,29
1714918399.718,-12.207,-76.66,-36.133,-17.578,64
1714918399.722,-14.648,-62.012,-44.434,-48.34,80
1714918399.725,6.348,-43.457,-41.016,-64.941,27
1714918399.729,-8.789,-40.039,-27.832,-70.312,-81
1714918399.733,-10.742,-39.551,-42.969,-83.496,-5
1714918399.737,-6.836,-43.945,-49.316,-61.523,89
1714918399.741,-6.348,-36.133,-29.785,-58.105,55
1714918399.745,0.488,-25.879,-22.949,-43.945,92
1714918399.749,-6.348,-26.855,-34.668,-30.273,58
1714918399.752,-20.02,-34.668,-30.762,-1.465,28
1714918399.756,-39.062,-41.504,-23.438,15.625,24
1714918399.76,-15.625,-39.062,-20.996,8.789,-1
1714918399.764,-3.906,-35.156,-28.32,52.734,54
1714918399.768,-19.531,-22.461,-37.598,41.504,-52
1714918399.769,-36.621,-25.391,-27.832,24.902,65
1714918399.773,-33.203,-35.156,-32.227,29.297,28
1714918399.777,-17.578,-34.668,-40.039,19.043,94
1714918399.781,-28.32,-36.133,-25.879,19.531,11
1714918399.785,-40.527,-31.738,-20.508,23.438,12
1714918399.789,-14.16,-25.391,-22.461,24.414,25
1714918399.793,-18.066,-31.738,-46.387,19.043,76
1714918399.796,-11.23,-36.133,-67.871,18.555,-23
1714918399.8,5.371,-32.227,-44.922,26.367,-13
1714918399.804,-30.762,-34.668,-30.273,23.438,96
1714918399.808,-29.297,-34.18,-28.809,-3.418,99
1714918399.812,-8.301,-36.621,-13.672,1.953,83
1714918399.814,-13.184,-40.527,-11.23,13.184,45
1714918399.818,-28.809,-36.133,-18.555,-1.953,-11
1714918399.822,-32.227,-30.273,-28.32,4.395,80
1714918399.826,-9.766,-41.992,-19.531,19.531,93
1714918399.83,-13.672,-43.945,-18.066,10.254,35
1714918399.834,-16.602,-23.438,-32.715,9.277,28
1714918399.838,23.438,-15.137,-23.438,22.949,-21
1714918399.841,11.23,-17.578,-35.645,29.297,84
1714918399.845,-7.324,-11.23,-56.641,21.973,-64
1714918399.849,-8.301,-27.344,-41.016,0.977,6
1714918399.853,-17.578,-48.828,-18.066,-20.996,-88
1714918399.857,-8.301,-38.086,-12.207,-19.531,-8
1714918399.874,-15.625,-27.344,-30.273,2.441,-83
1714918399.878,-14.16,-15.137,-41.992,3.906,-32
1714918399.882,-5.859,-30.762,-28.809,-13.672,-54
1714918399.886,-20.02,-43.457,-24.902,-1.953,-98
1714918399.89,-38.086,-35.156,-31.25,-15.137,89
1714918399.894,-20.02,-25.879,-29.785,-9.277,22
1714918399.898,-15.625,-23.926,-23.926,20.508,-52
1714918399.901,-27.344,-35.645,-26.367,23.438,80
1714918399.905,-13.184,-47.363,-36.133,-0.977,39
1714918399.909,-14.16,-56.152,-30.273,8.789,-86
