timestamps,TP9,AF7,AF8,TP10,Right AUX
1714939926.433,-28.32,-14.16,-11.23,-12.695,21
1714939926.437,-40.527,-15.625,-4.395,-10.254,1
1714939926.441,-29.785,-13.672,1.953,-14.16,-51
1714939926.445,-49.805,-23.438,-16.113,-36.133,47
1714939926.449,-132.812,-92.285,-95.703,-109.375,-53
1714939926.452,-74.219,-67.871,-62.012,-73.242,9
1714939926.456,0.488,-6.348,-1.465,-9.277,95
1714939926.46,-19.043,-18.066,-16.113,-20.996,59
1714939926.464,-16.602,-23.926,0.0,-27.344,24
1714939926.468,-11.719,-14.16,14.648,-28.32,43
1714939926.485,-10.254,-4.395,8.301,-20.02,95
1714939926.489,-19.043,-4.395,-20.02,-20.996,43
1714939926.493,-16.113,-0.488,-22.949,-33.691,18
1714939926.497,-30.273,0.0,-7.812,-22.461,10
1714939926.501,-27.344,-1.953,5.371,-9.766,13
1714939926.505,-74.219,-43.945,-34.18,-79.102,-77
1714939926.509,-79.102,-60.547,-52.734,-96.191,2
1714939926.512,-13.184,-20.508,-7.324,-30.273,-26
1714939926.516,-12.207,-7.324,-0.488,-24.902,40
1714939926.52,-52.246,-35.645,-37.109,-69.336,30
1714939926.524,-56.152,-37.598,-41.992,-75.684,85
1714939926.528,-13.672,-4.395,-8.789,-37.109,79
1714939926.53,-23.926,-21.973,-12.207,-31.738,89
1714939926.534,-38.086,-30.273,-29.297,-38.086,15
1714939926.538,-25.879,-4.395,-36.133,-38.086,2
1714939926.542,-16.602,-4.395,-4.395,-29.785,16
1714939926.546,-25.879,-23.438,13.184,-42.48,38
1714939926.55,-24.902,-21.484,-1.465,-54.199,-51
1714939926.554,-32.227,-13.672,-12.207,-47.852,73
1714939926.557,-19.531,-10.742,8.789,-22.949,36
1714939926.561,-40.039,-36.621,-16.113,-44.434,-21
1714939926.565,-114.746,-86.426,-90.82,-112.305,55
1714939926.569,-61.035,-39.551,-44.922,-62.012,46
1714939926.573,-8.301,4.395,8.301,-19.531,-14
1714939926.575,-19.043,-8.301,-7.324,-41.992,-90
1714939926.579,-17.09,-14.16,-4.883,-40.527,61
1714939926.583,-6.348,-9.766,10.254,-22.949,91
1714939926.587,-5.859,-10.254,0.488,-15.137,31
1714939926.591,1.465,-13.672,-27.832,-10.254,-78
1714939926.595,0.977,-9.277,-51.27,1.953,50
1714939926.599,-25.879,-18.555,-45.41,-5.859,33
1714939926.602,-12.207,-10.254,16.113,8.301,97
1714939926.606,-106.934,-83.496,-63.477,-65.43,48
1714939926.61,-137.695,-109.863,-115.234,-102.539,84
1714939926.614,-36.133,-11.719,-2.93,-3.418,-11
1714939926.618,-20.02,-6.348,17.578,2.93,-63
1714939926.62,-24.902,-19.043,-0.488,-17.09,62
1714939926.624,-37.598,-20.508,-17.578,-20.996,59
1714939926.628,-23.926,-15.137,-20.996,-17.578,-5
1714939926.632,-29.297,-20.02,-29.785,-27.344,81
1714939926.636,-29.297,-25.879,-25.391,-23.926,46
1714939926.64,-14.648,-18.555,-11.719,-12.695,-65
1714939926.644,-33.203,-10.742,-5.371,-14.16,-65
1714939926.647,-52.246,-29.297,-5.859,-32.227,-72
1714939926.651,-88.867,-68.359,-66.895,-79.102,25
1714939926.655,-54.199,-39.062,-54.199,-52.246,80
1714939926.659,-21.973,-10.254,1.953,-18.066,-45
1714939926.663,-40.527,-14.16,0.0,-30.273,47
1714939926.665,-38.574,-15.625,-9.766,-33.203,-6
1714939926.669,-31.25,-14.648,-8.301,-20.508,26
1714939926.673,-35.156,-16.602,-4.395,-15.137,88
1714939926.677,-38.574,-30.273,-10.254,-28.809,61
1714939926.681,-37.109,-31.25,-12.207,-33.691,99
1714939926.685,-50.781,-20.996,-32.227,-31.738,-22
1714939926.689,-28.32,-4.395,-21.973,-16.602,32
1714939926.692,-77.637,-62.5,-47.363,-71.289,-93
1714939926.696,-118.164,-91.309,-73.242,-104.004,-56
1714939926.7,-50.293,-26.855,1.953,-38.574,53
1714939926.704,-29.785,-11.719,28.32,-27.344,-48
1714939926.708,-14.648,-13.672,3.418,-27.832,83
1714939926.71,-30.762,-18.555,-17.09,-26.855,21
1714939926.714,-44.434,-23.926,-21.973,-30.762,-21
1714939926.718,-21.484,-12.695,-18.555,-30.762,75
1714939926.722,-27.344,-17.09,-9.277,-32.227,-62
1714939926.726,-43.945,-32.227,-13.672,-34.668,7
1714939926.73,-29.297,-5.859,-24.414,-21.973,-68
1714939926.734,-34.668,-4.883,-45.898,-32.227,41
1714939926.737,-109.863,-82.031,-102.051,-103.027,71
1714939926.741,-71.289,-63.477,-56.641,-75.195,85
1714939926.745,-13.184,-9.766,5.859,-25.391,-86
1714939926.749,-43.945,-15.625,-12.695,-41.504,54
1714939926.753,-39.062,-25.879,-27.344,-49.316,-98
1714939926.755,-29.785,-22.949,-24.414,-49.805,97
1714939926.759,-30.273,-9.766,-15.137,-35.156,-44
1714939926.763,-40.527,-14.16,-30.762,-40.527,75
1714939926.767,-35.645,-20.508,-41.016,-59.57,-84
1714939926.771,-28.32,-16.113,-23.438,-51.758,-16
1714939926.775,-12.695,-0.488,0.0,-31.738,-89
1714939926.779,-73.73,-54.199,-54.688,-101.074,83
1714939926.782,-99.121,-86.914,-97.656,-124.023,-36
1714939926.786,-6.836,-16.113,-6.348,-37.598,-37
1714939926.79,-9.277,-5.371,25.879,-34.18,-33
1714939926.794,-22.949,-25.391,-8.789,-49.805,82
1714939926.798,-7.812,-34.18,-26.367,-46.875,-42
1714939926.8,-2.93,-31.25,-9.277,-38.086,70
1714939926.804,-10.254,-35.645,-1.465,-42.969,35
1714939926.808,-25.879,-33.203,2.441,-48.828,73
1714939926.812,-30.273,-31.25,-2.441,-53.711,-38
1714939926.816,-25.391,-36.621,-8.301,-45.41,90
1714939926.82,-25.879,-27.832,-11.719,-39.551,-35
1714939926.824,-81.055,-65.43,-64.453,-98.633,-99
1714939926.827,-66.895,-60.547,-39.062,-79.59,49
1714939926.831,-16.602,-19.531,2.93,-20.508,40
1714939926.835,-28.809,-31.25,-8.301,-35.156,-12
1714939926.839,-22.949,-27.344,8.301,-34.668,-53
1714939926.843,-17.09,-23.926,15.137,-24.414,-92
1714939926.845,-23.926,-30.762,0.488,-26.367,-70
1714939926.849,-32.715,-35.156,-25.879,-33.691,44
1714939926.853,-49.805,-34.668,-23.438,-47.363,-47
1714939926.857,-30.762,-25.391,-5.859,-41.016,5
1714939926.861,-22.461,-19.531,-13.184,-32.715,-44
1714939926.865,-41.992,-35.645,-48.828,-50.293,-44
1714939926.869,-54.199,-36.621,-43.945,-48.34,-81
1714939926.872,-35.156,-18.066,3.418,-32.227,86
1714939926.876,-18.555,-19.043,2.93,-31.25,-31
1714939926.88,-36.133,-18.555,-22.461,-39.062,-89
1714939926.884,-39.551,-14.16,-33.691,-42.969,-66
1714939926.888,-22.949,-21.973,-30.762,-34.668,-99
1714939926.905,-29.297,-35.645,-18.066,-44.922,89
1714939926.909,-31.738,-28.809,-11.719,-51.758,21
1714939926.913,-35.645,-22.949,-14.648,-52.246,-99
1714939926.917,-46.875,-39.551,-7.324,-43.457,-59
1714939926.921,-44.434,-37.598,-9.766,-46.387,-48
1714939926.925,-43.945,-34.668,-20.996,-63.477,-36
1714939926.929,-54.688,-31.25,-20.508,-62.5,28
1714939926.932,-43.945,-22.461,-18.066,-50.293,-55
1714939926.936,-56.641,-44.922,-60.059,-68.848,44
1714939926.94,-102.539,-77.148,-100.098,-109.863,-85
1714939926.944,-61.035,-31.738,-43.945,-63.965,-13
1714939926.948,-33.203,-10.742,-15.625,-42.969,-33
1714939926.95,-42.48,-29.297,-52.246,-51.27,-69
1714939926.954,-41.016,-31.25,-59.082,-40.527,-42
1714939926.958,-32.715,-25.879,-10.742,-34.18,55
1714939926.962,-23.926,-25.879,-11.23,-33.203,-7
1714939926.966,-31.738,-33.203,-33.691,-43.457,83
1714939926.97,-49.316,-27.832,-41.992,-41.992,93
1714939926.974,-53.223,-20.02,-40.039,-30.273,-9
1714939926.977,-31.25,-15.625,-15.625,-11.719,34
1714939926.981,-103.516,-86.426,-96.191,-89.844,50
1714939926.985,-124.023,-97.168,-139.648,-112.793,-79
1714939926.989,-26.367,-4.883,-47.363,-21.973,43
1714939926.993,-34.18,-3.906,-33.203,-20.02,76
1714939926.995,-45.898,-13.184,-40.527,-29.297,-50
1714939926.999,-39.551,-22.949,-28.32,-33.691,9
1714939927.003,-34.668,-20.996,-26.855,-26.367,-33
1714939927.007,-43.457,-15.625,-23.438,-29.785,85
1714939927.011,-43.945,-25.879,-13.184,-44.922,15
1714939927.015,-45.898,-22.461,-27.344,-43.457,-90
1714939927.019,-32.227,-6.348,-19.531,-27.344,-46
1714939927.022,-29.785,-13.672,-0.977,-33.203,31
1714939927.026,-87.891,-57.617,-36.133,-77.637,2
1714939927.03,-69.824,-43.457,-23.926,-54.688,95
1714939927.034,-39.062,-12.695,-6.836,-23.926,38
1714939927.038,-47.363,-20.508,-37.109,-34.18,1
1714939927.04,-40.039,-20.996,-49.805,-38.086,70
1714939927.044,-25.879,-17.09,-44.434,-32.227,-22
1714939927.048,-26.855,-17.578,-38.574,-29.785,76
1714939927.052,-37.109,-22.949,-30.273,-36.621,46
1714939927.056,-29.297,-28.32,-18.066,-38.086,4
1714939927.06,-10.254,-12.207,-20.508,-35.645,31
1714939927.064,-26.855,-17.09,-29.785,-27.344,-32
1714939927.067,-78.125,-29.785,-46.875,-51.27,-21
1714939927.071,-84.473,-28.32,-54.199,-66.895,-47
1714939927.075,-54.199,-34.18,-38.574,-31.25,-1
1714939927.079,-37.109,-16.113,-33.691,-16.113,61
1714939927.083,-38.086,-17.578,-18.066,-28.32,83
1714939927.085,-48.34,-25.879,-8.301,-37.109,14
1714939927.089,-45.41,-19.531,-13.184,-37.109,27
1714939927.093,-48.34,-25.391,-13.672,-44.434,-100
1714939927.097,-56.641,-38.086,-20.996,-50.781,76
1714939927.101,-53.223,-42.969,-30.762,-52.734,87
1714939927.105,-36.621,-26.367,-31.738,-38.574,96
1714939927.109,-35.645,-24.902,-35.156,-46.875,56
1714939927.112,-102.051,-87.891,-103.516,-115.234,-94
1714939927.116,-85.938,-67.383,-73.242,-75.684,-50
1714939927.12,-32.227,-24.902,-7.324,-22.461,44
1714939927.124,-31.738,-26.367,-14.16,-27.832,-57
1714939927.128,-32.227,-25.879,-21.973,-21.484,-4
1714939927.13,-21.484,-28.32,-39.062,-16.602,-79
1714939927.134,-13.184,-27.832,-25.879,-18.066,-31
1714939927.138,-28.32,-25.391,-17.09,-31.25,-41
1714939927.142,-27.344,-23.926,-21.973,-31.25,-99
1714939927.146,-26.855,-34.668,-20.02,-30.762,90
1714939927.15,-9.766,-24.414,-1.465,-19.043,-9
1714939927.154,-54.199,-43.945,-47.852,-51.758,-92
1714939927.157,-84.473,-69.336,-80.078,-81.543,-59
1714939927.161,-15.625,-33.691,-29.297,-27.344,25
1714939927.165,-15.625,-26.367,-30.273,-13.672,54
1714939927.169,-33.691,-30.762,-42.969,-27.832,78
1714939927.173,-44.434,-30.762,-25.879,-34.18,-79
1714939927.175,-36.621,-17.578,-2.441,-28.32,-97
1714939927.179,-27.832,-19.531,2.93,-29.785,-72
1714939927.183,-33.203,-39.062,0.977,-40.527,-58
1714939927.187,-31.25,-40.039,-10.254,-48.34,-35
1714939927.191,-33.691,-36.133,-18.066,-39.551,64
1714939927.195,-29.785,-24.414,-18.066,-25.391,-55
1714939927.199,-39.551,-24.902,-26.367,-50.293,-94
1714939927.202,-23.438,-38.086,-19.043,-54.199,-48
1714939927.206,-33.691,-40.039,-4.883,-27.344,-100
1714939927.21,-56.641,-33.691,-19.043,-25.391,-51
1714939927.214,-56.152,-21.973,-27.832,-31.738,-54
1714939927.218,-49.805,-21.973,-14.648,-35.645,63
1714939927.235,-41.504,-33.203,-12.207,-42.969,-91
1714939927.239,-44.434,-40.039,-23.926,-45.41,47
1714939927.243,-39.551,-30.762,-33.691,-36.621,-4
1714939927.247,-41.504,-36.133,-35.156,-35.645,-76
1714939927.251,-33.691,-42.969,-48.828,-37.109,-59
1714939927.255,-32.227,-16.602,-52.246,-32.227,-74
1714939927.259,-30.762,-16.113,-34.668,-35.645,-30
1714939927.262,-35.156,-33.691,-20.508,-46.387,-16
1714939927.266,-52.246,-29.297,-8.789,-52.246,-47
1714939927.27,-45.41,-28.809,-15.137,-48.828,-2
1714939927.274,-44.922,-24.902,-18.066,-43.945,85
1714939927.278,-36.621,-16.602,-23.438,-47.363,71
1714939927.28,-41.016,-24.902,-31.738,-50.293,-46
1714939927.284,-40.039,-36.133,-34.18,-51.758,69
1714939927.288,-26.855,-24.414,-30.762,-53.711,71
1714939927.292,-26.367,-29.297,-35.645,-40.039,-4
1714939927.296,-19.043,-29.297,-32.715,-31.25,-12
1714939927.3,-7.812,-16.602,-14.648,-27.344,-28
1714939927.304,-23.438,-26.855,-8.301,-26.367,62
1714939927.307,-22.949,-36.133,-7.812,-23.438,87
1714939927.311,-27.832,-36.133,-17.09,-18.555,10
1714939927.315,-68.359,-35.645,-36.133,-40.039,-64
1714939927.319,-50.293,-28.32,-22.949,-39.551,98
1714939927.323,-33.203,-35.156,-11.719,-20.996,68
1714939927.325,-46.387,-43.457,-20.508,-25.391,18
1714939927.329,-38.574,-34.668,-18.555,-32.715,-28
1714939927.333,-28.32,-33.203,-27.344,-41.504,38
1714939927.337,-33.203,-34.668,-41.504,-48.828,32
1714939927.341,-39.551,-30.762,-32.227,-42.48,-30
1714939927.345,-30.273,-26.855,-15.137,-44.434,-10
1714939927.349,-19.531,-20.508,0.977,-50.293,29
1714939927.352,-42.48,-34.668,-5.371,-60.547,-57
1714939927.356,-19.043,-8.301,5.371,-41.992,-26
1714939927.36,3.906,14.16,25.879,-23.438,-1
1714939927.364,-28.32,-21.973,-5.859,-41.016,-12
1714939927.368,-23.926,-22.461,-31.25,-43.457,-60
1714939927.37,-28.809,-26.855,-41.504,-43.457,-77
1714939927.374,-32.227,-33.691,-46.875,-49.805,-87
1714939927.378,-24.902,-36.621,-35.156,-58.594,-49
1714939927.382,-39.062,-34.668,-16.602,-57.129,46
1714939927.386,-40.527,-26.855,-2.441,-49.316,50
1714939927.39,-31.738,-24.414,-12.207,-37.109,43
1714939927.394,-38.086,-28.809,-32.715,-43.945,-58
1714939927.397,-27.832,-29.297,-29.785,-48.828,-6
1714939927.401,-10.742,-2.93,-11.23,-34.668,-57
1714939927.405,-32.715,-13.184,-17.578,-42.969,11
1714939927.409,-35.645,-37.598,-29.785,-43.945,96
1714939927.413,-29.297,-39.551,-23.438,-31.738,-89
1714939927.415,-30.273,-42.969,-17.578,-25.879,-31
1714939927.419,-29.297,-40.039,-24.414,-29.297,-70
1714939927.423,-21.973,-33.691,-31.25,-30.762,63
1714939927.427,-26.367,-35.645,-37.109,-26.855,-30
1714939927.431,-37.109,-37.109,-30.762,-27.832,-53
1714939927.435,-35.156,-27.832,-21.973,-27.344,-14
1714939927.439,-39.062,-35.645,-20.996,-29.785,24
1714939927.442,-44.434,-34.668,-29.785,-32.715,76
1714939927.446,-51.758,-28.32,-36.133,-38.086,-53
1714939927.45,-51.758,-45.41,-27.344,-31.738,-1
1714939927.454,-42.48,-42.48,-35.156,-32.715,48
1714939927.458,-37.598,-35.156,-30.762,-34.18,-84
1714939927.46,-52.246,-50.781,-16.113,-38.574,-18
1714939927.464,-57.617,-62.5,-15.625,-47.363,23
1714939927.468,-48.828,-51.27,-30.273,-49.805,-10
1714939927.472,-47.852,-45.41,-36.621,-42.969,88
1714939927.476,-45.41,-50.293,-26.855,-36.621,-66
1714939927.48,-33.203,-42.48,-48.34,-36.133,37
1714939927.484,-20.02,-24.414,-46.875,-36.133,91
1714939927.487,-39.551,-32.227,-17.09,-51.27,92
1714939927.491,-51.27,-47.363,-2.93,-47.852,0
1714939927.495,-27.344,-40.039,-1.953,-34.18,11
1714939927.499,-6.348,-34.668,-9.766,-30.273,18
1714939927.503,-26.855,-42.48,-10.742,-33.203,-45
1714939927.505,-45.41,-40.039,-25.879,-35.645,67
1714939927.509,-28.809,-27.344,-27.832,-30.273,21
1714939927.513,-28.32,-28.32,-23.438,-35.156,25
1714939927.517,-37.598,-45.41,-26.855,-45.898,-49
1714939927.521,-37.109,-48.828,-22.949,-49.316,52
1714939927.525,-20.02,-25.879,-25.879,-32.715,-58
1714939927.529,-37.598,-28.809,-54.688,-31.738,-65
1714939927.532,-61.523,-49.316,-64.941,-55.664,-11
1714939927.536,-37.598,-41.016,-32.715,-39.062,26
1714939927.54,-20.508,-29.785,-27.344,-30.762,-93
1714939927.544,-23.438,-28.32,-27.344,-32.227,-31
1714939927.548,-21.973,-33.203,-17.09,-34.668,-51
1714939927.55,-15.625,-34.18,-10.742,-39.551,15
1714939927.554,-36.133,-35.156,0.488,-44.434,-14
1714939927.558,-47.852,-33.203,-5.371,-55.664,-1
1714939927.562,-38.574,-29.785,-22.949,-58.594,48
1714939927.566,-34.668,-32.715,-24.902,-55.176,-87
1714939927.57,-28.32,-24.902,-10.254,-42.48,-50
1714939927.574,-29.785,-9.766,-15.625,-49.316,33
1714939927.577,-30.762,-30.273,-32.227,-56.152,13
1714939927.581,-16.113,-34.18,-19.043,-43.945,71
1714939927.585,-28.809,-15.625,1.465,-37.598,-68
1714939927.589,-47.363,-14.648,2.441,-39.062,49
1714939927.593,-31.738,-17.09,-7.812,-35.156,92
1714939927.595,-34.18,-19.043,-5.859,-28.809,-55
1714939927.599,-51.758,-26.367,-9.766,-33.691,74
1714939927.603,-47.852,-19.043,-18.555,-31.738,-48
1714939927.607,-47.852,-15.137,-30.273,-22.949,-45
1714939927.611,-33.691,-28.809,-35.156,-30.273,-42
1714939927.615,-22.461,-8.789,-9.277,-20.996,-74
1714939927.619,-26.367,5.859,8.789,-18.555,-12
1714939927.622,-33.691,-26.855,-7.324,-33.203,-2
1714939927.626,-46.387,-38.574,-17.578,-30.762,-26
1714939927.63,-43.945,-32.227,-21.973,-36.133,5
1714939927.634,-37.598,-22.461,-20.508,-38.086,-73
1714939927.638,-41.992,-24.414,-18.066,-41.504,62
1714939927.655,-29.785,-25.391,-23.926,-42.969,97
1714939927.659,-31.25,-24.902,-29.785,-42.969,96
1714939927.663,-43.945,-28.809,-29.785,-45.898,23
1714939927.667,-40.039,-29.785,-32.227,-52.734,-71
1714939927.671,-35.645,-27.344,-20.508,-56.641,-23
1714939927.675,-31.25,-17.578,-18.066,-48.34,-100
1714939927.679,-40.039,-24.902,-32.227,-56.152,-36
1714939927.682,-40.039,-35.645,-38.086,-66.895,-8
1714939927.686,-41.992,-39.062,-33.203,-61.035,-37
1714939927.69,-42.969,-23.926,-15.625,-41.992,31
1714939927.694,-34.18,-18.555,-18.555,-35.645,41
1714939927.698,-35.156,-26.855,-36.621,-34.668,-15
1714939927.7,-35.156,-37.598,-41.992,-43.457,-28
1714939927.704,-32.715,-39.062,-32.715,-52.734,74
1714939927.708,-49.316,-26.367,-23.438,-48.34,40
1714939927.712,-47.363,-24.902,-29.785,-38.574,-23
1714939927.716,-45.41,-32.227,-36.133,-32.715,53
1714939927.72,-55.176,-33.691,-23.438,-42.48,-81
1714939927.724,-54.688,-31.738,-19.531,-44.434,-52
1714939927.727,-46.387,-36.621,-16.602,-36.133,-36
1714939927.731,-48.828,-32.715,-24.902,-49.805,40
1714939927.735,-54.199,-20.996,-33.203,-54.199,-1
1714939927.739,-43.945,-26.367,-21.484,-37.109,-10
1714939927.743,-47.852,-36.621,-31.25,-40.039,-43
1714939927.745,-41.992,-35.645,-39.551,-47.852,60
1714939927.749,-29.297,-32.715,-17.578,-38.086,-51
1714939927.753,-41.016,-21.484,-13.672,-28.809,-79
1714939927.757,-47.852,-25.879,-31.25,-36.621,-31
1714939927.761,-48.34,-37.109,-26.367,-39.551,62
1714939927.765,-48.828,-23.926,-13.672,-39.062,37
1714939927.769,-39.551,-13.672,-8.301,-32.715,29
1714939927.772,-28.32,-32.227,-14.16,-38.574,-12
1714939927.776,-74.707,-63.477,-71.289,-80.078,76
1714939927.78,-63.477,-48.828,-57.129,-75.195,46
1714939927.784,-23.438,-24.414,-14.16,-44.434,61
1714939927.788,-41.016,-22.461,-18.555,-47.363,-94
1714939927.79,-40.039,-26.367,-10.742,-45.898,-78
1714939927.794,-31.738,-31.738,-6.348,-44.922,4
1714939927.798,-40.039,-25.391,-13.184,-57.617,85
1714939927.802,-49.805,-25.879,-23.438,-64.453,-16
1714939927.806,-46.875,-35.645,-36.133,-56.641,-88
1714939927.81,-38.574,-29.297,-38.086,-49.805,66
1714939927.814,-18.066,-19.531,-17.09,-40.527,64
1714939927.817,-42.48,-47.363,-46.875,-76.172,66
1714939927.821,-71.289,-50.293,-66.895,-83.496,67
1714939927.825,-29.297,-36.621,-25.391,-39.551,-59
1714939927.829,-21.484,-31.25,-26.855,-41.016,2
1714939927.833,-36.133,-20.996,-39.062,-34.668,96
1714939927.835,-45.41,-26.855,-36.621,-26.367,48
1714939927.839,-45.41,-27.344,-43.457,-31.738,95
1714939927.843,-34.18,-19.043,-41.504,-35.645,74
1714939927.847,-38.086,-27.832,-16.602,-33.203,-75
1714939927.851,-39.551,-29.785,-8.301,-31.738,-95
1714939927.855,-30.273,-17.09,-12.695,-32.715,19
1714939927.859,-28.32,-4.883,-20.508,-26.367,47
1714939927.862,-8.301,-0.488,-24.902,-20.02,-100
1714939927.866,-6.836,-18.555,-22.461,-31.25,-20
1714939927.87,-49.805,-34.668,-28.809,-36.133,37
1714939927.874,-50.781,-31.25,-21.484,-29.785,69
1714939927.878,-41.016,-30.273,-20.996,-37.109,19
1714939927.88,-37.109,-34.668,-35.645,-35.645,5
1714939927.884,-33.203,-42.969,-32.227,-35.156,82
1714939927.888,-27.832,-29.297,-20.996,-37.109,44
1714939927.892,-20.996,-25.879,-29.297,-31.738,41
1714939927.896,-13.672,-30.762,-23.926,-19.531,-32
1714939927.9,-20.508,-35.645,-25.391,-24.902,-64
1714939927.904,-12.207,-9.766,-7.324,-19.531,-17
1714939927.907,-17.578,0.977,3.906,-15.625,0
1714939927.911,-17.09,-30.762,-16.602,-26.855,-56
1714939927.915,-3.418,-27.832,-9.277,-24.902,-59
1714939927.919,-27.832,-25.879,1.465,-35.156,15
1714939927.923,-33.203,-30.273,-0.977,-41.016,79
1714939927.925,-24.414,-33.203,-20.508,-32.227,-28
1714939927.929,-22.461,-28.809,-29.297,-28.809,-4
1714939927.933,-20.508,-23.926,-30.762,-41.504,-14
1714939927.937,-22.949,-25.879,-31.25,-43.457,90
1714939927.941,-29.785,-28.809,-28.809,-37.109,-52
1714939927.945,-30.273,-23.438,-29.785,-38.086,39
1714939927.949,-38.086,-13.184,-30.273,-46.875,8
1714939927.952,-37.109,-30.273,-32.227,-51.758,-93
1714939927.956,-19.531,-46.875,-37.109,-50.293,74
1714939927.96,-29.297,-37.598,-35.156,-38.574,69
1714939927.964,-52.246,-28.809,-26.367,-31.738,-96
1714939927.968,-40.527,-34.18,-23.438,-36.133,-78
1714939927.97,-36.133,-30.762,-42.969,-33.691,2
1714939927.974,-39.062,-27.832,-42.969,-38.086,-81
1714939927.978,-33.203,-24.414,-22.461,-34.668,2
1714939927.982,-41.992,-25.879,-29.785,-32.715,76
1714939927.986,-38.086,-31.738,-41.504,-36.133,-7
1714939927.99,-41.992,-15.137,-41.992,-44.434,85
1714939927.994,-47.363,-19.531,-33.691,-41.992,33
1714939927.997,-36.621,-41.504,-19.043,-37.598,91
1714939928.001,-26.367,-35.156,-16.602,-41.992,26
1714939928.005,-15.137,-32.227,-26.367,-42.48,-28
1714939928.009,-33.691,-33.691,-35.645,-44.434,98
1714939928.013,-38.086,-33.691,-31.738,-45.898,-29
1714939928.03,-18.066,-37.109,-36.133,-35.156,75
1714939928.034,-10.742,-38.086,-48.34,-30.762,-73
1714939928.038,-10.254,-30.762,-47.852,-27.344,-34
1714939928.042,-5.371,-22.461,-40.039,-23.926,45
1714939928.046,-13.672,-26.855,-40.039,-27.344,75
1714939928.05,-18.555,-23.926,-47.852,-22.461,88
1714939928.054,-13.184,-10.742,-38.086,-17.09,73
1714939928.057,-33.691,-23.926,-20.996,-21.484,7
1714939928.061,-50.293,-36.621,-30.273,-30.273,-92
1714939928.065,-53.223,-32.227,-52.734,-46.387,-47
1714939928.069,-35.156,-15.137,-49.316,-37.598,30
1714939928.073,-26.855,-19.531,-50.293,-29.297,66
1714939928.075,-48.34,-41.992,-48.828,-38.574,-64
1714939928.079,-51.758,-36.621,-48.828,-30.273,21
1714939928.083,-41.992,-28.809,-49.316,-28.809,10
1714939928.087,-51.27,-30.273,-31.25,-35.645,-53
1714939928.091,-46.387,-30.273,-30.762,-39.551,8
1714939928.095,-44.922,-19.043,-30.273,-41.016,-68
1714939928.099,-48.828,-12.207,-29.297,-36.133,-86
1714939928.102,-56.152,-31.25,-47.852,-39.551,82
1714939928.106,-55.176,-13.672,-36.621,-40.527,89
1714939928.11,-35.156,0.977,-20.996,-33.691,4
1714939928.114,-37.598,-23.926,-41.504,-37.109,-60
1714939928.118,-56.641,-35.645,-56.641,-44.434,15
1714939928.12,-54.199,-32.715,-42.969,-42.969,33
1714939928.124,-31.25,-31.738,-32.227,-39.551,-19
1714939928.128,-26.855,-32.227,-41.992,-40.527,5
1714939928.132,-26.367,-25.879,-32.715,-33.203,-92
1714939928.136,-22.949,-24.902,-20.996,-29.297,13
1714939928.14,-37.109,-24.414,-21.484,-34.668,13
1714939928.144,-40.039,-27.344,-31.738,-47.363,41
1714939928.147,-29.785,-30.273,-35.156,-49.316,86
1714939928.151,-8.301,-0.977,-22.949,-34.18,-44
1714939928.155,-30.762,-11.23,-43.457,-35.645,55
1714939928.159,-49.316,-33.203,-52.734,-46.387,8
1714939928.163,-30.273,-23.438,-41.504,-54.688,-77
1714939928.165,-32.227,-25.391,-44.434,-53.223,19
1714939928.169,-38.574,-28.32,-45.898,-49.316,-92
1714939928.173,-21.484,-19.043,-42.48,-55.176,52
1714939928.177,-39.062,-20.996,-32.715,-54.199,-31
1714939928.181,-65.43,-33.203,-18.066,-55.176,-23
1714939928.185,-62.5,-30.273,-22.461,-59.57,52
1714939928.189,-33.203,-20.996,-30.273,-34.668,96
1714939928.192,-66.895,-50.293,-59.57,-64.941,-3
1714939928.196,-92.285,-63.965,-68.359,-99.121,-22
1714939928.2,-38.086,-27.832,-18.555,-59.57,19
1714939928.204,-23.926,-18.066,-7.812,-48.34,99
1714939928.208,-26.855,-28.32,-17.578,-46.875,-45
1714939928.21,-15.625,-31.738,-20.508,-47.852,-10
1714939928.214,-4.883,-30.273,-20.02,-46.875,-17
1714939928.218,-24.902,-29.297,-34.18,-46.387,74
1714939928.222,-30.762,-33.203,-42.48,-43.457,26
1714939928.226,-30.762,-32.715,-28.809,-37.598,-64
1714939928.23,-33.691,-28.32,-6.348,-35.156,-71
1714939928.234,-24.902,-22.949,-4.883,-39.551,-44
1714939928.237,-52.734,-45.898,-45.898,-67.383,10
1714939928.241,-52.246,-58.594,-42.969,-64.453,95
1714939928.245,-36.133,-41.504,-17.09,-41.504,32
1714939928.249,-32.227,-27.344,-20.508,-39.062,-65
1714939928.253,-32.227,-33.203,-28.32,-40.039,15
1714939928.255,-35.645,-46.875,-24.902,-40.039,-45
1714939928.259,-32.715,-37.109,-13.672,-29.297,-53
1714939928.263,-29.785,-37.598,-20.508,-21.973,1
1714939928.267,-23.926,-43.457,-30.273,-18.066,-70
1714939928.271,-23.438,-39.551,-12.207,-19.531,58
1714939928.275,-5.371,-30.762,-4.395,-26.855,-90
1714939928.279,-4.395,-14.648,-16.113,-25.391,16
1714939928.282,-35.156,-23.438,-28.32,-33.203,-35
1714939928.286,-26.855,-38.086,-21.484,-40.039,60
